378.692250524				10			[19, 23, 24, 15, 32, 27, 17, 31, 27, 1, 15, 17, 28, 17, 19]
378.692242074				11			[1, 15, 24, 31, 27, 20, 17, 31, 32, 1, 23, 23, 28, 32, 19]
378.692246549				12			[7, 1, 24, 28, 7, 29, 19, 27, 21, 9, 15, 16, 28, 19, 22]
378.692250342				11			[19, 30, 13, 25, 27, 28, 17, 17, 27, 1, 15, 32, 16, 15, 19]
378.69225019				12			[19, 30, 17, 25, 32, 25, 17, 20, 28, 1, 13, 23, 32, 15, 22]
378.692261493				13			[19, 30, 5, 31, 16, 28, 32, 27, 13, 9, 7, 16, 22, 15, 19]
378.692243687				13			[19, 30, 17, 25, 31, 1, 19, 17, 28, 13, 20, 32, 16, 15, 14]
378.692250062				13			[19, 5, 17, 25, 16, 13, 32, 27, 13, 1, 7, 16, 30, 15, 14]
378.692261621				12			[17, 24, 5, 25, 31, 17, 32, 20, 28, 9, 13, 17, 15, 24, 14]
378.692261773				11			[19, 30, 14, 16, 31, 5, 19, 17, 27, 19, 19, 32, 27, 13, 22]
378.692250524				10			[19, 30, 5, 27, 31, 20, 19, 17, 27, 1, 19, 32, 19, 24, 19]
378.692250342				11			[19, 32, 5, 27, 30, 13, 19, 17, 27, 1, 17, 25, 19, 24, 16]
378.69225019				12			[17, 32, 14, 27, 24, 19, 20, 31, 27, 1, 13, 17, 16, 24, 22]
378.69225019				12			[31, 13, 5, 27, 17, 20, 15, 32, 27, 1, 17, 32, 19, 24, 16]
378.692250746				9			[19, 31, 27, 24, 25, 24, 19, 32, 27, 1, 13, 27, 19, 24, 17]
378.692249419				9			[17, 5, 17, 1, 31, 24, 15, 32, 19, 32, 19, 13, 19, 19, 19]
378.692262812				7			[13, 27, 24, 32, 19, 13, 15, 32, 19, 32, 13, 16, 19, 24, 32]
378.692262455				8			[27, 27, 5, 17, 24, 13, 15, 32, 27, 5, 17, 19, 19, 24, 19]
378.692251024				8			[24, 27, 17, 24, 24, 13, 15, 19, 19, 1, 19, 32, 17, 24, 19]
378.692262455				8			[27, 13, 19, 24, 24, 27, 15, 32, 27, 27, 19, 32, 5, 31, 19]
378.692262812				7			[27, 13, 15, 24, 24, 13, 5, 32, 19, 5, 19, 19, 24, 24, 19]
378.692251857				6			[24, 13, 19, 24, 13, 32, 5, 24, 19, 1, 19, 24, 32, 24, 19]
378.692262812				7			[27, 13, 17, 24, 24, 32, 5, 19, 27, 13, 19, 32, 32, 19, 24]
378.692263288				6			[32, 13, 19, 27, 24, 32, 5, 19, 24, 5, 19, 19, 32, 24, 19]
378.692262812				7			[27, 24, 19, 24, 24, 32, 15, 19, 19, 5, 19, 19, 13, 24, 19]
378.692262812				7			[19, 13, 13, 27, 5, 19, 19, 24, 24, 5, 19, 32, 24, 24, 17]
378.692251857				6			[32, 5, 5, 19, 27, 32, 19, 24, 5, 1, 19, 19, 32, 24, 19]
378.692263288				6			[13, 19, 5, 24, 27, 32, 19, 24, 24, 27, 19, 19, 32, 24, 19]
378.692263955				5			[27, 5, 19, 24, 27, 19, 19, 24, 19, 27, 19, 32, 32, 24, 5]
378.692263955				5			[27, 5, 5, 27, 27, 19, 5, 24, 19, 27, 19, 32, 32, 24, 32]
