378.692261955				10			[15, 4, 9, 14, 3, 29, 19, 34, 9, 14, 7, 19, 18, 7, 34]
378.692261493				13			[8, 5, 18, 25, 14, 23, 34, 24, 7, 8, 26, 15, 28, 26, 16]
378.692261621				12			[29, 15, 11, 14, 6, 19, 17, 34, 4, 11, 3, 24, 6, 14, 22]
378.692261493				13			[2, 5, 9, 13, 3, 4, 24, 34, 29, 17, 28, 24, 7, 14, 3]
378.692261955				10			[29, 4, 17, 24, 26, 29, 27, 21, 27, 15, 7, 21, 13, 15, 13]
378.692261493				13			[29, 4, 15, 27, 3, 19, 21, 7, 32, 24, 34, 21, 13, 15, 26]
378.692262177				9			[3, 29, 11, 13, 4, 19, 21, 21, 4, 17, 11, 21, 13, 15, 3]
378.692261383				14			[29, 4, 5, 13, 26, 29, 17, 8, 32, 24, 22, 19, 28, 14, 25]
378.692261621				12			[3, 3, 18, 13, 17, 4, 27, 21, 4, 11, 26, 24, 28, 15, 3]
378.692261493				13			[29, 5, 13, 18, 26, 29, 8, 17, 7, 24, 22, 24, 28, 15, 19]
378.692261955				10			[13, 4, 4, 22, 4, 6, 28, 13, 32, 24, 15, 24, 19, 22, 3]
378.692249282				11			[3, 4, 24, 29, 26, 6, 1, 21, 4, 6, 3, 19, 28, 15, 6]
378.692261955				10			[3, 4, 4, 13, 17, 19, 19, 17, 32, 24, 6, 6, 26, 15, 3]
378.692261773				11			[3, 18, 11, 17, 13, 6, 27, 13, 32, 24, 13, 24, 28, 26, 3]
378.692261621				12			[3, 18, 21, 17, 26, 29, 27, 29, 29, 11, 13, 19, 19, 22, 34]
378.692262455				8			[26, 17, 11, 17, 3, 4, 3, 29, 29, 11, 6, 17, 28, 4, 3]
378.692261773				11			[4, 29, 27, 17, 26, 4, 24, 21, 32, 3, 17, 22, 28, 32, 27]
378.692261621				12			[3, 4, 21, 17, 6, 4, 3, 15, 19, 19, 11, 24, 28, 29, 27]
378.692262177				9			[17, 29, 3, 17, 26, 29, 11, 21, 21, 24, 29, 3, 19, 24, 27]
378.692262455				8			[3, 29, 3, 15, 4, 29, 3, 3, 29, 24, 11, 22, 24, 17, 3]
378.692263288				6			[17, 3, 21, 21, 3, 29, 21, 29, 11, 24, 11, 24, 24, 17, 3]
