378.692249405				11			[20, 5, 2, 14, 20, 24, 4, 18, 1, 32, 21, 20, 6, 20, 4]
372.596367921				12			[30, 10, 32, 26, 0, 3, 12, 4, 1, 30, 13, 20, 18, 0, 26]
378.692261954				10			[20, 18, 2, 18, 20, 24, 27, 14, 14, 19, 21, 20, 26, 20, 4]
378.692261493				13			[32, 32, 23, 22, 29, 12, 29, 7, 31, 34, 27, 3, 6, 14, 25]
378.692261493				13			[15, 19, 9, 18, 31, 31, 31, 3, 33, 5, 26, 21, 20, 30, 22]
378.692253319				12			[29, 1, 24, 31, 2, 33, 13, 20, 8, 2, 22, 31, 4, 2, 9]
378.692251639				13			[13, 2, 9, 3, 11, 3, 24, 1, 20, 34, 8, 18, 19, 16, 34]
378.692261621				12			[23, 2, 23, 6, 7, 28, 23, 31, 6, 5, 18, 24, 19, 3, 25]
378.692261621				12			[17, 18, 24, 20, 15, 31, 6, 24, 18, 10, 11, 26, 31, 19, 5]
378.692261493				13			[22, 2, 6, 32, 3, 20, 7, 3, 11, 34, 8, 18, 25, 22, 17]
378.692261954				10			[20, 19, 23, 15, 32, 17, 23, 5, 2, 5, 20, 16, 26, 32, 23]
378.692261493				13			[20, 3, 23, 18, 33, 17, 30, 21, 32, 5, 8, 23, 3, 25, 16]
378.692261493				13			[23, 12, 24, 27, 20, 25, 32, 2, 5, 3, 13, 23, 3, 6, 22]
378.692261621				12			[15, 3, 13, 27, 18, 31, 23, 21, 32, 5, 32, 23, 19, 26, 5]
378.692261773				11			[26, 32, 24, 32, 32, 3, 33, 13, 5, 3, 6, 24, 28, 20, 22]
378.692261383				14			[16, 18, 3, 15, 28, 6, 25, 24, 32, 2, 13, 5, 23, 22, 23]
378.692261621				12			[25, 17, 24, 22, 32, 20, 18, 15, 11, 27, 18, 2, 23, 17, 18]
378.692261773				11			[18, 2, 18, 3, 4, 21, 33, 32, 3, 13, 31, 18, 18, 22, 27]
378.692261773				11			[6, 18, 3, 11, 20, 17, 23, 4, 6, 18, 22, 23, 34, 22, 27]
378.692261383				14			[26, 5, 26, 7, 21, 31, 2, 18, 23, 3, 22, 13, 15, 19, 9]
378.692261773				11			[32, 12, 18, 33, 33, 10, 17, 22, 23, 25, 32, 21, 17, 3, 12]
378.692261493				13			[20, 32, 11, 33, 33, 5, 17, 22, 15, 6, 31, 12, 23, 18, 32]
378.692261493				13			[26, 23, 15, 24, 34, 17, 20, 3, 7, 32, 22, 2, 11, 15, 22]
378.692261955				10			[33, 3, 25, 20, 33, 32, 12, 18, 32, 22, 32, 12, 17, 16, 12]
378.692261621				12			[32, 3, 25, 20, 24, 33, 18, 34, 32, 22, 26, 22, 17, 32, 12]
378.692261954				10			[17, 23, 3, 32, 3, 2, 25, 25, 33, 15, 6, 17, 28, 25, 6]
378.692262177				9			[11, 3, 23, 3, 31, 18, 6, 32, 26, 32, 32, 31, 17, 31, 26]
378.692262177				9			[33, 18, 11, 15, 22, 6, 18, 28, 32, 32, 18, 17, 11, 18, 18]
378.692261621				12			[20, 3, 23, 32, 3, 17, 26, 25, 23, 28, 5, 24, 28, 12, 15]
378.692262455				8			[15, 3, 33, 18, 4, 20, 18, 17, 17, 15, 28, 15, 17, 15, 28]
378.692261773				11			[18, 25, 22, 32, 4, 20, 18, 5, 15, 15, 3, 6, 17, 15, 15]
378.692262812				7			[12, 17, 5, 12, 15, 33, 11, 23, 15, 33, 15, 23, 5, 15, 17]
378.692262177				9			[3, 23, 32, 15, 24, 32, 28, 28, 20, 15, 32, 23, 7, 12, 15]
378.692262177				9			[33, 18, 22, 15, 17, 20, 22, 22, 17, 32, 18, 6, 5, 15, 5]
378.692261773				11			[21, 2, 24, 20, 3, 12, 17, 32, 23, 3, 32, 31, 15, 15, 12]
378.692262455				8			[31, 15, 32, 15, 32, 33, 15, 15, 15, 3, 17, 32, 17, 18, 5]
378.692262455				8			[32, 32, 24, 15, 5, 32, 18, 15, 20, 17, 17, 17, 15, 20, 25]
378.692262455				8			[15, 3, 15, 7, 15, 32, 22, 15, 3, 33, 17, 15, 18, 18, 15]
378.692262455				8			[33, 23, 17, 7, 15, 15, 31, 17, 18, 17, 32, 32, 32, 18, 15]
378.692263288				6			[5, 15, 15, 17, 6, 33, 15, 15, 23, 15, 5, 15, 15, 15, 15]
378.692262812				7			[23, 22, 32, 32, 6, 3, 15, 15, 32, 15, 17, 15, 17, 15, 22]
378.692262177				9			[22, 3, 32, 28, 6, 23, 17, 22, 17, 17, 18, 22, 22, 15, 15]
378.692262455				8			[17, 32, 17, 17, 5, 17, 25, 17, 18, 15, 22, 15, 15, 31, 18]
378.692262812				7			[18, 33, 6, 18, 15, 33, 15, 15, 22, 32, 18, 18, 15, 17, 15]
378.692262177				9			[28, 22, 20, 15, 32, 33, 22, 32, 15, 18, 33, 25, 32, 17, 22]
378.692263288				6			[23, 32, 32, 15, 25, 15, 22, 17, 32, 15, 15, 17, 17, 15, 22]
378.692263288				6			[22, 33, 32, 15, 25, 32, 33, 15, 17, 15, 22, 15, 17, 17, 33]
378.692263288				6			[23, 15, 32, 15, 32, 15, 15, 25, 15, 15, 22, 15, 15, 17, 15]
378.692263288				6			[33, 15, 17, 22, 5, 17, 32, 15, 15, 17, 15, 15, 17, 17, 15]
378.692264955				4			[15, 32, 32, 15, 23, 15, 15, 15, 32, 17, 15, 32, 17, 17, 15]
378.692263288				6			[15, 22, 22, 32, 33, 23, 33, 15, 32, 17, 22, 15, 17, 22, 23]
378.692262455				8			[25, 3, 15, 22, 15, 33, 25, 33, 32, 3, 23, 15, 22, 32, 17]
378.692262812				7			[15, 17, 18, 23, 32, 23, 15, 15, 33, 15, 22, 15, 15, 17, 23]
378.692264955				4			[22, 15, 15, 17, 15, 17, 15, 32, 15, 15, 15, 32, 17, 22, 32]
378.692263955				5			[15, 32, 32, 15, 32, 17, 5, 32, 32, 15, 17, 22, 22, 15, 15]
378.692262455				8			[15, 18, 3, 15, 15, 15, 33, 32, 33, 15, 5, 15, 17, 28, 15]
378.692262812				7			[32, 15, 15, 22, 15, 33, 33, 17, 15, 18, 22, 32, 15, 32, 23]
378.692263288				6			[15, 23, 23, 5, 32, 17, 32, 33, 5, 15, 15, 15, 15, 23, 32]
378.692263288				6			[15, 33, 23, 15, 15, 15, 15, 32, 33, 5, 15, 15, 17, 15, 5]
