4,0.0424093392,0.0340851218,3408.51218,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.1696373567,0.0568085364,,,,,,25445.603505,800,5680.85364
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.1696373567,0.0568085364,,,,,,25445.603505,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
6,0.0424093392,0.0340851218,,,,,,6361.40088,600,3408.51218
4,0.0424093392,0.0454468291,,,,,,6361.40088,400,4544.68291
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0454468291,,,,,,6361.40088,400,4544.68291
8,0.0848186783,0.0852128046,,,,,,12722.801745,800,8521.28046
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0852128046,,,,,,12722.801745,800,8521.28046
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
16,0.3180700437,0.1136170727,,,,,,47710.506555,1600,11361.70727
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.053011674,0.0340851218,,,,,,7951.7511,400,3408.51218
8,0.0848186783,0.0852128046,,,,,,12722.801745,800,8521.28046
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
4,0.0424093392,0.0340851218,,,,,,6361.40088,400,3408.51218
8,0.0848186783,0.0568085364,,,,,,12722.801745,800,5680.85364
